"ST_CASE","YEAR","MONTH","DAY_WEEK","HOUR","ST_CO_FIPS","CITY","LATITUDE","LONGITUD","VE_TOTAL","PERSONS","PERMVIT","PERNOTMVIT","FATALS","FUNC_SYS","TYP_INT","REL_ROAD","MAN_COLL","LGT_COND","WEATHER"
"360433",2015,"Jul","Fri",1,"36059","2600",40.70379444,-73.63586389,2,5,"5","0",1,"Main arterial","3-way intersection","On road","Rear or side collision","Dark","Clear"
"360434",2015,"Jul","Sat",17,"36103","1432",41.02306944,-72.50048889,2,10,"10","0",4,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360435",2015,"Jul","Fri",9,"36103","5210",40.93433056,-72.70948056,2,4,"4","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Clear"
"360436",2015,"Jul","Sat",20,"36059","2600",40.70941111,-73.60708333,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360437",2015,"Mar","Thu",21,"36053","0703",42.72285,-75.30515833,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360438",2015,"Jul","Sun",18,"36081","4170",99.9999,999.9999,2,4,"4","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Clear"
"360439",2015,"Jul","Mon",23,"36059","2600",40.72452222,-73.56146389,2,2,"2","0",1,"Main arterial","3-way intersection","On road","Front collision","Dark","Clear"
"360440",2015,"May","Thu",19,"36061","4170",40.76090278,-73.96115278,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360441",2015,"May","Sat",19,"36047","4170",40.58646944,-73.94695556,1,2,"2","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dawn or dusk","Clear"
"360442",2015,"Jul","Mon",18,"36085","4170",40.530775,-74.22525278,1,3,"3","0",1,"Collector","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360443",2015,"May","Tue",9,"36047","4170",40.65539722,-73.92978056,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360444",2015,"Jun","Mon",19,"36061","4170",40.77048889,-73.98197778,1,2,"2","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Precipitation"
"360445",2015,"Jun","Thu",14,"36047","4170",40.71489167,-73.95918056,1,3,"3","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360446",2015,"Jun","Mon",14,"36061","4170",40.76278611,-73.96564167,1,2,"2","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Precipitation"
"360447",2015,"Jul","Mon",16,"36045","1182",99.9999,999.9999,1,2,"2","0",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360448",2015,"Jul","Tue",8,"36115","2360",43.47819722,-73.30776389,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360449",2015,"Jul","Tue",0,"36119","1083",41.20557778,-73.76488056,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360450",2015,"Jul","Wed",21,"36071","4060",41.50705833,-74.08114722,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360451",2015,"Jul","Fri",23,"36053","4470",43.11596667,-75.67231944,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360452",2015,"Apr","Mon",20,"36001","0050",42.70173056,-73.81474722,1,3,"3","1",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360453",2015,"Apr","Mon",18,"36079","0900",41.447725,-73.66298056,1,2,"2","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360454",2015,"May","Sun",3,"36081","4170",40.56077778,-73.92058889,2,4,"4","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360455",2015,"Jul","Fri",23,"36081","4170",40.71712778,-73.79955556,2,4,"4","0",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360456",2015,"May","Mon",16,"36071","6410",41.29705278,-74.39085,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360457",2015,"May","Sat",4,"36103","2920",40.75570833,-73.21283333,1,1,"1","0",1,"Main arterial","Not intersection","Other location","Non-vehicle collision","Dark","Precipitation"
"360458",2015,"Jun","Fri",18,"36053","3910",42.91253333,-75.71026389,2,3,"3","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360459",2015,"Jun","Mon",5,"36009","2140",42.31045833,-78.41639722,1,1,"1","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360460",2015,"Jul","Wed",17,"36119","6040",41.03929722,-73.79131389,1,0,"0","1",1,"Local road","Not intersection","Other location","Non-vehicle collision","Daylight","Clear"
"360461",2015,"May","Thu",23,"36063","4210",43.08944167,-78.98870833,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Dark","Clear"
"360462",2015,"Jul","Sun",22,"36109","1590",42.50024167,-76.29811389,1,2,"2","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360463",2015,"Jul","Thu",2,"36083","4000",42.491075,-73.54903333,1,3,"3","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360464",2015,"Jul","Wed",8,"36017","4350",42.54803889,-75.52531111,2,3,"3","0",1,"Minor arterial","3-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360465",2015,"Jul","Wed",15,"36067","6010",43.01926944,-76.16064722,1,1,"1","1",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360466",2015,"Jul","Wed",19,"36069","2769",42.78586667,-77.498875,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360467",2015,"Jul","Fri",9,"36103","5675",40.783275,-72.86444722,1,1,"1","1",1,"Minor arterial","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360468",2015,"Jul","Thu",13,"36043","2120",43.14826389,-75.10505556,2,6,"6","0",1,"Local road","Not intersection","On road","Front collision","Daylight","Precipitation"
"360469",2015,"Jul","Fri",14,"36071","9997",41.37458611,-74.18005556,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360470",2015,"Jul","Fri",13,"36055","2898",43.19538889,-77.58451667,1,2,"2","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360471",2015,"Jul","Thu",12,"36071","3830",41.28495,-74.17736389,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360472",2015,"Jul","Thu",16,"36103","2007",40.90356389,-72.6043,2,4,"4","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360473",2015,"Jul","Thu",15,"36017","4562",42.70103056,-75.74602778,3,8,"8","0",1,"Minor arterial","3-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360474",2015,"Jun","Thu",10,"36033","3460",44.87178889,-74.34019722,2,3,"3","0",2,"Minor arterial","3-way intersection","On road","Front collision","Daylight","Clear"
"360475",2015,"Jul","Sat",10,"36059","4600",40.83695,-73.48359444,2,4,"4","0",1,"Local road","3-way intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360476",2015,"Jun","Sat",6,"36071","2550",41.31224722,-74.15455278,1,1,"1","0",1,"Local road","Not intersection","Other location","Non-vehicle collision","Daylight","Clear"
"360477",2015,"Jul","Fri",1,"36119","6820",99.9999,999.9999,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360478",2015,"Jul","Fri",12,"36075","3080",43.639625,-75.99276944,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360479",2015,"Jul","Sun",22,"36085","4170",40.58911667,-74.16745556,1,4,"4","0",1,"Minor arterial","4-way intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360480",2015,"Jul","Sun",14,"36059","2600",40.69622222,-73.68258333,2,2,"2","0",1,"Local road","3-way intersection","On road","Angled collision","Daylight","Clear"
"360481",2015,"Jul","Sun",10,"36029","0040",43.07812222,-78.47718889,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360482",2015,"Jul","Tue",17,"36089","2330",44.26205278,-75.3431,1,1,"1","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360483",2015,"Jul","Tue",14,"36081","4170",40.74979722,-73.93793611,1,2,"2","1",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360484",2015,"Jul","Thu",21,"36027","3084",41.72691667,-73.78131389,1,5,"5","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360485",2015,"Jul","Fri",6,"36055","0652",99.9999,999.9999,1,1,"1","0",1,"Interstate","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360486",2015,"Jul","Thu",20,"36055","6510",43.23647778,-77.52700556,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Clear"
"360487",2015,"Jun","Sat",2,"36067","6010",43.05535278,-76.15343889,1,1,"1","1",1,"Interstate","Not intersection","On road","Non-vehicle collision","Dark","Precipitation"
"360488",2015,"Jul","Thu",21,"36013","3130",42.09806944,-79.30821667,2,4,"4","0",1,"Minor arterial","Not intersection","On road","Angled collision","Dark","Clear"
"360489",2015,"Jul","Fri",0,"36055","2248",43.15652222,-77.71878611,1,1,"1","0",1,"Interstate","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360490",2015,"Jul","Fri",22,"36091","6731",43.11298333,-73.72498889,2,2,"2","0",1,"Local road","Not intersection","On road","Front collision","Dark","Clear"
"360491",2015,"Jun","Sat",21,"36013","5991",42.09251111,-79.41221944,1,2,"2","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Precipitation"
"360492",2015,"Aug","Sun",1,"36085","4170",40.55371667,-74.14074167,2,1,"1","0",1,"Local road","Not intersection","Other location","Non-vehicle collision","Dark","Clear"
"360493",2015,"May","Thu",21,"36119","2566",41.03024167,-73.82079167,4,5,"5","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360494",2015,"Aug","Sun",19,"36015","3790",42.26726111,-76.81789167,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Clear"
"360495",2015,"May","Sat",7,"36029","0611",42.69600833,-78.74216944,1,1,"1","1",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360496",2015,"Jul","Sun",11,"36119","6820",40.94442778,-73.84775278,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360497",2015,"Aug","Sun",6,"36075","4085",43.50370556,-76.27833611,1,1,"1","0",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360498",2015,"Jul","Mon",22,"36059","3160",40.88786944,-73.60015556,1,1,"1","0",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360499",2015,"Jul","Mon",8,"36105","4905",41.48680833,-74.83416111,1,2,"2","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360500",2015,"Aug","Mon",7,"36005","4170",40.83658611,-73.82456111,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360501",2015,"Jul","Wed",1,"36033","5401",44.67433889,-74.55058333,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360502",2015,"Aug","Tue",16,"36027","5110",41.98912778,-73.73481667,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360503",2015,"Aug","Mon",3,"36015","1850",42.04211667,-76.854525,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360504",2015,"Jul","Wed",15,"36029","1899",99.9999,999.9999,2,2,"2","0",1,"Interstate","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360505",2015,"Aug","Wed",1,"36081","4170",40.65170833,-73.75920278,2,3,"3","0",1,"Main arterial","3-way intersection","On road","Front collision","Dark","Clear"
"360506",2015,"Aug","Wed",17,"36047","4170",40.64871111,-74.01324444,1,1,"1","1",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360507",2015,"Aug","Sat",0,"36081","4170",40.66650278,-73.77256111,3,4,"4","0",1,"Main arterial","3-way intersection","On road","Angled collision","Dark","Clear"
"360508",2015,"Aug","Fri",0,"36081","4170",99.9999,999.9999,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360509",2015,"Jul","Mon",16,"36033","0395",44.79520833,-74.48059722,1,1,"1","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360510",2015,"Aug","Thu",13,"36039","0775",42.30076944,-73.99350833,2,3,"3","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360511",2015,"Jun","Sun",10,"36103","5520",40.76485,-73.08088611,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360512",2015,"Aug","Sun",23,"36033","1548",44.69413056,-74.5552,1,3,"3","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360513",2015,"May","Tue",23,"36103","0705",99.9999,999.9999,2,2,"2","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360514",2015,"Aug","Sun",13,"36117","5790",43.22612222,-76.98211667,2,3,"3","0",2,"Minor arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360515",2015,"Aug","Sun",11,"36045","1840",43.76465,-76.19608889,3,8,"8","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360516",2015,"Aug","Sun",17,"36015","1850",42.02889167,-76.95428611,1,5,"5","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360517",2015,"Aug","Sun",20,"36047","4170",40.69023333,-73.99434444,1,1,"1","1",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"360518",2015,"Aug","Mon",16,"36061","4170",40.75424167,-73.96909722,1,1,"1","3",1,"Main arterial","4-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360519",2015,"Jul","Thu",23,"36029","1117",42.90723889,-78.78423333,1,1,"1","1",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360520",2015,"Jul","Fri",7,"36043","3290",99.9999,999.9999,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360521",2015,"Aug","Mon",6,"36081","4170",40.75085833,-73.779325,4,1,"1","0",1,"Collector","Not intersection","Other location","Non-vehicle collision","Daylight","Clear"
"360522",2015,"Aug","Fri",20,"36093","5550",42.805325,-73.93215556,1,1,"1","2",1,"Collector","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360523",2015,"Aug","Mon",14,"36091","5470",43.10831389,-73.60041389,3,4,"4","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360524",2015,"Aug","Thu",5,"36029","4500",42.73032778,-78.77072222,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dawn or dusk","Clear"
"360525",2015,"Aug","Sun",23,"36053","4470",43.062825,-75.68437778,1,3,"3","0",2,"Collector","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360526",2015,"Jul","Sat",20,"36027","3084",99.9999,999.9999,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360527",2015,"Apr","Wed",6,"36059","4600",40.67725,-73.45634722,2,2,"2","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360528",2015,"May","Mon",11,"36059","4286",40.69605,-73.46382778,4,1,"1","0",1,"Local road","3-way intersection","Other location","Non-vehicle collision","Daylight","Clear"
"360529",2015,"May","Mon",14,"36081","4170",40.75571111,-73.73932778,1,2,"2","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360530",2015,"Aug","Sun",13,"36099","5630",42.95138333,-76.76349444,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360531",2015,"Aug","Wed",15,"36047","4170",40.68973333,-73.92246111,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360532",2015,"Aug","Thu",1,"36007","0540",42.13340278,-75.87545833,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
