"ST_CASE","VEH_NO","MAKE","MODEL","MOD_YEAR","VIN","NUMOCCS","TRAV_SP","DEFORMED","TOWED","DEATHS","SPEEDREL","OWNER","BODY_TYP"
"360704","2","21","401",2002,"1GHDT13S5222",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360705","1","42","48",2013,"WDDHH8JB4DA7",2,NA,NA,"yes",0,"no","other","other car"
"360705","2","53","705",1999,"JS1GN78A4X21",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360706","1","7","25",2007,"1B3HE78K97D5",1,35,NA,"yes",0,"no","other",NA
"360706","2","72","706",1986,"1HD1DDL13GY5",1,35,"disabling","yes",1,"no","driver","motorcycle"
"360707","1","12","17",2013,"1FAHP2KT2DG1",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360708","1","12","471",1988,"1FTCR15T8JPB",2,NA,"disabling","yes",1,"no","other","pickup"
"360709","1","14","6",1998,"2MEFM75W3WX6",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360710","1","99","999",9999,"999999999999",1,NA,NA,"no",0,NA,NA,NA
"360711","1","86","881",1996,"1M2AD09Y6TW0",1,NA,"disabling","yes",1,"no","other","truck"
"360712","1","37","739",2014,"999999999999",1,NA,NA,"yes",1,"no",NA,"other motorized transport"
"360713","1","37","421",2008,"JHMGD38608S0",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360714","1","7","472",1997,"1B7GG23X9VS1",1,NA,NA,"yes",0,"no","other","pickup"
"360715","1","19","22",2007,"1G6KD57Y07U1",1,NA,"disabling","yes",1,"yes","other","4-door sedan"
"360716","1","58","37",2013,"JN1CV6AP1DM3",3,NA,NA,"yes",0,"no","other","4-door sedan"
"360717","1","52","401",2000,"JA4MR51R5YJ0",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360717","2","63","32",2013,"KNADM4A3XD61",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360718","1","72","706",2008,"1HD1FC4138Y6",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360719","1","53","705",2007,"JS1GN7DA5721",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360719","2","23","421",2015,"1GKS2BKC3FR1",5,NA,NA,"yes",0,"no","other","utility vehicle"
"360720","1","2","403",2014,"1C4BJWEG0EL2",2,NA,NA,"no",0,"no","other","utility vehicle"
"360721","1","55","401",2001,"KM8SC83D21U0",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360722","1","23","402",2015,"2GKFLXEK9F63",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360723","1","85","881",2013,"3BKJHM7X0DF5",2,NA,NA,"yes",0,"no","other","truck"
"360723","2","35","401",2005,"5N1AR18W15C7",4,NA,NA,"yes",0,"no","other","utility vehicle"
"360724","1","49","51",2010,"JTDKT4K35A52",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360724","2","72","706",2011,"1HD1JN515BB0",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360724","3","20","2",2005,"2G1WF52E4593",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360725","1","12","37",2011,"1FAHP3HN1BW1",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360726","1","12","3",1997,"1FALP4042VF1",2,NA,"disabling","yes",1,"no","other","other car"
"360726","2","22","22",2008,"1G2ZH3611842",1,NA,NA,"yes",0,"no","driver","other car"
"360727","1","20","401",2005,"1GNDT13SX521",1,NA,"disabling","yes",1,"no","other","utility vehicle"
"360728","1","20","473",2005,"1GCCS1964582",3,53,NA,"yes",1,"no","driver","pickup"
"360728","2","51","884",2007,"4V4MC9GF17N4",1,NA,NA,"yes",0,"no","driver","truck"
"360729","1","22","32",2006,"5Y2SL65886Z4",1,NA,NA,"yes",0,"no","other","other car"
"360730","1","37","703",2015,"MLHNC5150F51",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360731","1","37","705",2005,"JH2PC37095M2",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360731","2","37","705",2013,"JH2PC4044DK6",1,NA,NA,"yes",0,"no","driver","motorcycle"
"360732","1","86","881",2007,"1M2AP01B97N0",1,NA,NA,"no",0,"no","other","truck"
"360733","1","69","54",2011,"WMWSV3C51BTY",1,NA,NA,"yes",1,"no","driver","other car"
"360733","2","20","423",2014,"1GNKVGKD7EJ1",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360734","1","87","881",2004,"1XP5DB0X04D8",1,NA,NA,"yes",0,"no","other","truck"
"360735","1","7","482",2008,"3D7KS28A48G1",1,NA,"disabling","yes",1,"no","driver","pickup"
"360736","1","6","51",2001,"2C3AE66G31H5",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360737","1","37","705",2006,"JH2PC37016M3",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360737","2","12","23",2013,"3FA6P0K9XDR1",2,NA,NA,"no",0,"no","driver","4-door sedan"
"360738","1","49","403",2010,"5TDBK3EH2AS0",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360739","1","37","402",2003,"SHSRD78863U1",3,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360740","1","34","401",2004,"5UXFA13524LU",4,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360740","2","49","40",2001,"4T1BG22KX1U8",3,NA,"disabling","yes",2,"no","driver","4-door sedan"
"360740","3","12","402",2015,"1FMCU9GX3FUB",2,NA,"disabling","yes",0,"no","driver","utility vehicle"
"360740","4","54","38",2003,"JH4DC54823C0",2,NA,NA,"yes",0,"no","other","other car"
"360741","1","49","442",2001,"4T3ZF13C01U4",1,NA,NA,"yes",0,"no","driver","van or bus"
"360741","2","12","16",1999,"2FAFP71W1XX1",1,NA,NA,"no",0,"no","other","4-door sedan"
"360741","3","48","38",2008,"JF1GH61698H8",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360742","1","2","404",2004,"1J4GW48S04C2",1,NA,NA,"yes",1,"no","other","utility vehicle"
"360743","1","20","2",2002,"2G1WF52E1292",1,NA,"disabling","yes",0,"no","driver","4-door sedan"
"360743","2","20","406",2015,"KL7CJKSB4FB0",2,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360744","1","7","472",2002,"1B7HG48N32S6",6,NA,NA,"yes",2,"no","driver","pickup"
"360745","1","23","422",2015,"1GKS2BKC3FR2",4,NA,NA,"no",0,"no","driver","utility vehicle"
"360746","1","37","31",2015,"19XFB2F53FE2",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360746","2","59","31",1996,"JT8BF12G2T01",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360747","1","20","2",2003,"2G1WF52E3393",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360748","1","37","403",2005,"5J6YH286X5L0",1,NA,"disabling","yes",1,"yes","other","utility vehicle"
"360749","1","20","25",2011,"1G1PH5S99B72",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360750","1","23","882",2006,"J8DE5B166679",1,NA,NA,"yes",0,"no","other","truck"
"360750","2","12","880",2006,"1FTWX31P86EB",1,NA,NA,"yes",1,"no","other","truck"
"360751","1","55","401",2012,"5XYZKDAG7CG1",1,NA,NA,"no",0,"no","other","utility vehicle"
"360752","1","55","33",2006,"5NPET46CX6H0",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360752","2","18","2",2004,"1G4HP54K6441",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360753","1","49","32",2011,"4T4BF3EK6BR1",1,NA,NA,"yes",1,"yes","other","4-door sedan"
"360754","1","59","31",2007,"JTHCK2622750",3,NA,NA,"no",0,"no","driver","4-door sedan"
"360755","1","71","706",2014,"ZDM14BUW7EB0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360756","1","7","422",2004,"1D4HB58N04F1",1,70,"disabling","yes",0,"yes","driver","utility vehicle"
"360756","2","53","34",2007,"KL5JD56Z77K7",3,NA,"disabling","yes",3,"no","other","4-door sedan"
"360757","1","37","706",1998,"1HFSC3435WA1",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360758","1","52","46",2009,"999999999999",3,NA,NA,"yes",0,"yes","other","4-door sedan"
"360758","2","72","706",2014,"1HD1KBM11EB6",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360758","3","72","706",2012,"1HD1FRM17CB6",1,NA,"disabling","yes",0,"no","driver","motorcycle"
"360759","1","54","421",2006,"2HNYD18606H5",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360760","1","20","2",2014,"999999999999",1,NA,NA,"yes",0,"yes","other","4-door sedan"
"360760","2","2","404",2004,"1J4GW48S44C2",2,NA,NA,"yes",1,"no","other","utility vehicle"
"360761","1","37","441",1999,"2HKRL185XXH5",5,NA,"disabling","yes",1,"no","other","van or bus"
"360762","1","2","403",1995,"1J4FY19P3SP2",1,NA,NA,"yes",1,"no","other","utility vehicle"
"360763","1","12","23",2009,"3FAHP07129R1",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360764","1","37","32",2015,"5J6TF2H55FL0",2,NA,NA,"yes",0,"no","driver","other car"
"360764","2","13","482",2007,"5LTPW18577FJ",2,NA,"disabling","yes",1,"yes","driver","pickup"
"360765","1","34","34",2013,"WBA3B9C52DF5",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360765","2","20","461",2008,"1GAHG39K9811",10,NA,NA,"no",0,"no","other","van or bus"
"360765","3","99","999",9999,"999999999999",1,NA,NA,NA,0,"no",NA,NA
"360766","1","6","51",2006,"2C3LA53G16H4",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360767","1","14","6",2005,"2MEFM74W05X6",1,NA,NA,"no",0,"no","other","4-door sedan"
"360768","1","35","39",2012,"1N4AA5AP9CC8",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360769","1","24","7",2003,"1G8AJ52F33Z1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360770","1","18","401",2003,"3G5DB03E43S6",1,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360771","1","82","881",2014,"3AKJGLD5XESF",1,50,NA,"no",0,"no","other","truck"
"360772","1","21","23",1999,"1G3WS52K4XF3",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360773","1","55","401",2004,"KM8SB12B74U7",2,NA,NA,"yes",0,"no","other","utility vehicle"
"360774","1","30","36",2007,"WVWBR71K27W2",2,NA,NA,"yes",0,"no","driver","other car"
"360775","1","37","706",1989,"1HFSC1809KA4",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360775","2","49","43",1997,"4T1BF12B4VU1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360776","1","2","404",2004,"1J4GW48S34C2",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360776","2","76","709",2013,"JYARN27E5DA0",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360777","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360778","1","72","706",2005,"1HD1BXB175Y0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360778","2","72","709",2009,"1HD1FF4159Y6",1,NA,NA,"yes",0,"no","driver","motorcycle"
"360778","3","72","709",2003,"1HD1BMY1X3Y0",1,NA,NA,"yes",0,"no","driver","motorcycle"
"360779","1","35","47",2010,"1N4AL2APXAN5",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360780","1","35","47",1999,"1N4DL01D4XC2",3,NA,NA,"yes",0,"yes","other","4-door sedan"
"360780","2","37","705",2001,"JH2PC35061M2",1,NA,NA,"yes",1,"yes","other","motorcycle"
"360781","1","20","2",2009,"2G1WT57K3912",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360782","1","18","25",2013,"1G4PP5SK6D41",1,NA,"none","no",0,"no","other","4-door sedan"
"360783","1","12","17",1999,"1FAFP58S0XA1",1,NA,NA,"no",0,"no","driver","other car"
"360784","1","99","709",9999,"999999999999",1,NA,NA,"no",1,"yes",NA,"motorcycle"
"360784","2","37","32",2004,"1HGCM56824A0",1,NA,NA,"no",0,"no","other","4-door sedan"
"360785","1","20","39",2011,"KL1TD5DEXBB1",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360785","2","55","35",2010,"KMHDU4AD9AU0",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360786","1","35","39",2001,"JN1CA31D51T8",4,NA,"disabling","yes",0,"no","other","4-door sedan"
"360786","2","37","32",2001,"1HGCG66871A1",1,NA,"disabling","yes",1,"yes","other","4-door sedan"
"360787","1","37","31",2008,"2HGFA16558H5",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360788","1","64","31",2000,"KLATA5269YB5",1,NA,"disabling","yes",1,"no","other","4-door sedan"
"360789","1","37","706",2012,"ZDCSC601XCF2",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360790","1","12","461",2005,"1FBSS31L05HA",1,NA,"none","yes",0,"no","other","van or bus"
"360791","1","37","441",1996,"JHMRA1860TC0",1,65,NA,"yes",0,"no","other","van or bus"
"360792","1","2","403",2008,"1J4FA24178L6",1,NA,"none","yes",0,"no","driver","utility vehicle"
"360793","1","48","34",1999,"4S3BG6852X76",1,NA,NA,"yes",0,"no","other","other car"
"360794","1","22","22",2005,"1G2ZG5289541",1,7,NA,"no",0,"no","driver","4-door sedan"
"360795","1","24","5",2001,"1G8JU52F41Y5",2,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360795","2","20","421",2010,"1GNUKBE02AR1",1,NA,"disabling","yes",0,"no","other","utility vehicle"
"360796","1","37","31",1994,"1HGCD5631RA1",2,NA,NA,"yes",1,"no","driver","4-door sedan"
"360796","2","2","404",2006,"1J8HR68296C2",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360797","1","49","46",2010,"JTDKN3DU0A01",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360797","2","12","481",2004,"1FTPW14504KC",1,NA,"disabling","yes",0,"no","other","pickup"
"360798","1","6","421",2008,"999999999999",1,NA,NA,"yes",1,"no","other","utility vehicle"
"360799","1","63","34",2009,"KNAGE2283953",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360800","1","73","706",2008,"JKAZXCE128A0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360800","2","35","43",2008,"3N1AB61EX8L7",4,NA,NA,"yes",0,"no","other","4-door sedan"
"360801","1","7","24",2011,"2B3CL5CT3BH5",1,NA,"disabling","yes",0,"no","driver","4-door sedan"
"360801","2","49","40",2015,"4T1BD1FK2FU1",1,NA,NA,"no",0,"no","other","4-door sedan"
"360801","3","98","907",2003,"1VHGH3C21367",1,NA,NA,"no",0,"no","other","van or bus"
"360802","1","37","402",2009,"JHLRE48719C0",3,35,NA,"yes",0,"no","other","utility vehicle"
"360802","2","18","7",2002,"2G4WS52J9212",1,14,NA,"yes",1,"yes","driver","4-door sedan"
"360803","1","53","706",2001,"JS1VS53A1121",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360804","1","7","442",2000,"1B4GP44R9YB5",2,45,NA,"yes",0,"no","other","van or bus"
"360805","1","73","706",2015,"JKAZXCJ18FA0",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360806","1","12","402",2002,"1FMZU73EX2UB",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360807","1","35","403",2014,"JN8AF5MV8ET3",2,NA,"disabling","yes",1,"yes","other","utility vehicle"
"360808","1","98","907",2007,"1VHHH3P23767",1,NA,NA,"yes",0,"no","other","van or bus"
"360809","1","37","705",2007,"JH2PC40077M0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360810","1","49","32",2009,"1NXBU40E29Z0",1,30,NA,"no",0,"no","driver","4-door sedan"
"360811","1","35","472",2002,"1N6DD26S02C3",2,45,NA,"yes",0,"yes","other","pickup"
"360812","1","20","37",2007,"1G1ZS58N07F2",2,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360813","1","55","35",2013,"5NPDH4AE7DH3",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360814","1","49","402",2015,"2T3BFREV0FW2",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360814","2","72","706",2008,"1HD1PR8198Y9",2,NA,NA,"yes",1,"no","driver","motorcycle"
"360815","1","98","988",9999,"999999999999",1,NA,NA,"no",0,NA,NA,"van or bus"
"360816","1","98","907",2009,"1VHHH3P21967",1,NA,"none","no",0,"no","other","van or bus"
"360817","1","86","881",2006,"1M2AG11C16M0",1,NA,NA,"no",0,"no","other","truck"
"360818","1","12","16",1994,"999999999999",2,NA,NA,"yes",2,"no","other","4-door sedan"
"360819","1","12","37",2006,"1FAFP34N36W1",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360820","1","12","23",2012,"3FAHP0HA5CR1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360821","1","49","403",2014,"5TDZARFH4ES0",2,NA,NA,"yes",0,"no","other","utility vehicle"
"360822","1","49","40",2002,"4T1BE32K8245",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360823","1","37","421",2010,"5FNYF4H44AB0",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360823","2","35","43",2013,"3N1AB7AP3DL7",1,NA,NA,"yes",0,"yes","driver","4-door sedan"
"360823","3","48","401",2010,"JF2SH6BC8AH7",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360823","4","53","706",2005,"JS1VS56A4521",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360823","5","12","399",9999,"999999999999",2,NA,NA,"yes",0,"yes","other","other car"
"360823","6","30","399",9999,"999999999999",1,NA,NA,"yes",0,"yes","driver","other car"
"360824","1","55","33",2010,"5NPET4AC1AH6",1,95,"disabling","yes",1,"yes","driver","4-door sedan"
"360824","2","6","441",2010,"2A4RR5DX6AR5",1,NA,"disabling","yes",1,"no","driver","van or bus"
"360824","3","20","22",2009,"1G1AK18H3971",1,NA,NA,"yes",0,"no","driver","other car"
"360824","4","7","472",2004,"1D7HG48N14S7",1,NA,NA,"yes",0,"no","other","pickup"
"360825","1","49","40",2010,"4T1BF3EK6AU0",2,NA,NA,NA,0,"no","driver","4-door sedan"
"360825","2","73","709",2012,"JKAEXMJ15CDA",1,NA,NA,NA,1,"no","driver","motorcycle"
"360826","1","12","870",2001,"1FDWE35L21HA",1,NA,NA,"no",0,"no","other","truck"
"360827","1","49","40",2009,"4T1BE46K79U8",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360827","2","12","24",2013,"2FMDK4JC7DBB",1,NA,NA,"yes",0,"no","driver","other car"
"360828","1","72","709",2013,"1HD1KHM10DB6",1,70,NA,"yes",1,"no","driver","motorcycle"
"360829","1","49","47",2007,"2T1KR32EX7C6",1,NA,"disabling","yes",1,"no","driver","other car"
"360829","2","54","35",2003,"19UUA56633A0",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360830","1","72","706",2005,"1HD4CJM125K4",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360831","1","53","402",1999,"JS3TD62V7X41",2,30,NA,"no",0,"no","driver","utility vehicle"
"360832","1","54","35",2005,"19UUA66235A0",5,NA,NA,"yes",1,"yes","driver","4-door sedan"
"360833","1","55","441",2008,"KNDMC2333860",1,NA,NA,"yes",0,"no","driver","van or bus"
"360834","1","98","709",9999,"999999999999",1,NA,NA,"yes",1,"no",NA,"motorcycle"
"360834","2","49","482",2014,"5TFAY5F16EX3",2,NA,NA,"no",0,"no","driver","pickup"
"360835","1","30","40",2014,"3VWD17AJ7EM4",3,NA,NA,"no",1,"yes","other","4-door sedan"
"360835","2","55","35",2001,"KMHDN45D91U1",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360836","1","24","1",2000,"1G8ZH5287YZ2",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360837","1","12","481",2005,"1FTWW31P85EC",1,NA,NA,"no",0,"no","driver","pickup"
"360837","2","14","6",2007,"2MEFM74W77X6",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360838","1","32","59",2015,"WAUBFGFFXF10",1,NA,"disabling","yes",1,"yes","driver",NA
"360839","1","12","481",2009,"1FTRX14869FB",1,NA,NA,"yes",0,"no","other","pickup"
"360840","1","7","24",2006,"2B3KA53H06H1",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360841","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360842","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360843","1","73","709",2000,"999999999999",2,NA,"disabling","yes",1,"yes",NA,"motorcycle"
"360844","1","7","482",2010,"1D7RV1GP0AS1",1,40,NA,"yes",0,"no","other","pickup"
"360845","1","12","481",2001,"1FTSX31FX1ED",2,40,NA,"yes",0,"no","other","pickup"
"360845","2","55","33",2002,"KMHWF25S72A5",1,5,NA,"yes",1,"no","other","4-door sedan"
"360846","1","49","46",2013,"JTDKN3DU7D16",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360846","2","20","37",2002,"1G1ND52J72M6",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360847","1","49","402",2006,"JTMBD31V4650",1,NA,"disabling","yes",1,"no","other","utility vehicle"
"360848","1","35","43",2012,"3N1AB6AP3CL6",2,NA,"disabling","yes",0,"yes","driver","4-door sedan"
"360849","1","7","402",2002,"1B8HS48N02F1",1,NA,NA,NA,1,"yes",NA,"utility vehicle"
"360849","2","37","32",2011,"1HGCP2F48BA1",1,NA,NA,NA,1,"no","other","4-door sedan"
"360850","1","55","35",2012,"KMHDC8AE8CU1",1,NA,"disabling","yes",0,"no","driver","other car"
"360850","2","86","881",2003,"1M2AG12C33M0",0,0,NA,"no",0,NA,NA,"truck"
"360851","1","63","34",2013,"5XXGM4A71DG2",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360851","2","49","51",2007,"JTDBT9239711",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360852","1","37","32",1999,"1HGCG1651XA0",1,NA,NA,"yes",1,"yes","other","4-door sedan"
"360853","1","18","2",2005,"1G4HP52K85U2",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360853","2","12","481",2014,"1FTFX1EF1EKF",1,NA,NA,"yes",1,"no","driver","pickup"
"360853","3","87","881",2015,"1XPBDP0X6FD3",1,NA,NA,"yes",0,"no","other","truck"
"360854","1","49","403",2008,"JTEES42AX820",3,NA,NA,"yes",0,"no","driver","utility vehicle"
"360854","2","37","706",2006,"JH2SC57046M2",1,NA,NA,"yes",1,"yes","other","motorcycle"
"360855","1","2","404",1992,"1J4FJ88S5NL2",1,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360856","1","12","481",1999,"999999999999",2,NA,NA,"no",0,"no","driver","pickup"
"360856","2","76","709",2009,"JYARJ16E09A0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360857","1","35","50",2013,"3N1CN7AP5DL8",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360858","1","7","24",2006,"2B3KA53H36H1",2,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360859","1","7","482",1999,"3B7HF13Y4XG1",2,NA,NA,"yes",0,"no","other","pickup"
"360859","2","2","403",1999,"1J4FY19S8XP4",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360860","1","32","44",2004,"WAUML44E44N0",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360860","2","49","482",2007,"5TFBV58107X0",1,NA,"disabling","yes",0,"no","driver","pickup"
"360861","1","49","442",2008,"5TDZK23C48S2",3,NA,NA,"no",0,"no","driver","van or bus"
"360862","1","49","40",2008,"4T1BB46K18U0",2,NA,"none","yes",0,"no","other","4-door sedan"
"360863","1","37","32",1999,"1HGCG5552XA0",1,NA,NA,"yes",1,"yes","driver","4-door sedan"
"360864","1","20","481",2006,"1GCHK29D56E1",1,NA,NA,"yes",0,"no","driver","pickup"
"360864","2","53","704",2001,"JS1SK43A7121",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360865","1","34","34",2002,"WBAEU33452PH",3,NA,NA,"yes",0,"no","driver","4-door sedan"
"360866","1","49","442",2005,"5TDBA23C65S0",1,NA,NA,"yes",0,"no","driver","van or bus"
"360867","1","6","441",2006,"2A4GP64L06R7",1,NA,NA,"no",0,"no","driver","van or bus"
"360868","1","13","16",2011,"2LMHJ5AT4BBJ",1,NA,NA,"yes",0,"no","other",NA
"360869","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360870","1","20","481",2002,"2GCEK19T2212",2,NA,NA,"yes",0,"no","other","pickup"
"360871","1","35","50",2013,"3N1CN7AP2DL8",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360871","2","18","23",2006,"1G4HP57216U1",1,NA,NA,"no",0,"yes","other","4-door sedan"
"360872","1","12","37",2006,"1FAHP34N36W2",2,NA,NA,"yes",1,"no","driver","4-door sedan"
"360872","2","7","482",2013,"1C6RR7GT1DS5",1,NA,NA,"yes",0,"no","other","pickup"
"360872","3","7","27",2010,"3D4PG4FB1AT2",1,NA,NA,"yes",0,"no","driver","other car"
"360873","1","35","47",2015,"1N4AL3AP7FN3",2,NA,NA,"yes",1,"no","other","4-door sedan"
"360873","2","42","401",2004,"4JGAB75E44A5",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360874","1","54","38",2002,"JH4DC54842C0",1,NA,NA,"yes",0,"no","driver","other car"
"360875","1","48","401",2012,"JF2SHADC1CH4",1,NA,"disabling","yes",1,"no","other","utility vehicle"
"360876","1","30","40",2013,"3VWLL7AJ8DM2",1,NA,"disabling","yes",1,"no","other","4-door sedan"
"360876","2","93","981",1995,"1M8SDMPA2SP0",1,0,NA,"no",0,"no","other","van or bus"
"360877","1","98","907",2008,"1VHHH3P24867",1,7,"none","no",0,"no","other","van or bus"
"360878","1","55","35",2012,"5NPDH4AE5CH1",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360879","1","22","19",2007,"1G2AL15F7772",2,NA,NA,"yes",0,"no","driver","other car"
"360880","1","93","981",2007,"1M8PDMDA47P0",1,NA,NA,"yes",0,"no","other","van or bus"
"360881","1","30","40",2005,"3VWRA69M45M0",1,NA,"disabling","yes",1,"no","other","4-door sedan"
"360881","2","49","40",2014,"4T1BF1FK5EU4",4,55,"disabling","yes",0,"no","driver","4-door sedan"
"360882","1","49","401",2000,"JT3HN86R4Y03",1,65,"disabling","yes",1,"no","driver","utility vehicle"
"360883","1","42","42",2010,"WDDGF8BB4AR1",1,NA,"disabling","yes",0,"yes","driver","4-door sedan"
"360883","2","35","49",2007,"JN8AZ08W07W6",2,NA,NA,"yes",0,"no","driver","other car"
"360883","4","7","442",2003,"1D4GP25363B1",1,NA,NA,"yes",0,"no","other","van or bus"
"360883","6","7","24",9999,"999999999999",4,0,NA,"yes",0,"no","other","4-door sedan"
"360883","7","32","401",2011,"WA1LMAFE2BD0",4,0,NA,"yes",0,"no","driver","utility vehicle"
"360884","1","7","29",2013,"1C3CDFCA4DD3",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360885","1","2","403",2013,"1C4BJWCG9DL5",1,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360885","2","85","881",2014,"1XKYDP9X4EJ3",1,NA,"disabling","yes",0,"no","other","truck"
"360886","1","55","35",2013,"KMHDH4AE0DU9",2,NA,"disabling","yes",2,"yes","other","4-door sedan"
"360886","2","84","881",2011,"1HTMMAAL3BH3",1,NA,NA,"yes",0,"no","other","truck"
"360887","1","49","402",2015,"999999999999",4,NA,NA,"yes",1,"yes","other","utility vehicle"
"360888","1","7","43",2004,"1B3EL46X94N2",5,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360889","1","48","45",2008,"4S4BP61C5873",3,NA,NA,"yes",0,"no","driver","4-door sedan"
"360889","2","34","34",2005,"WBAEU33475PR",1,NA,NA,"no",1,"no","driver","4-door sedan"
